"origin","destination","distance","time"
"52.5159539270266, 13.1712105248622","52.5264743, 13.39691",19627,3806
"52.5159539270266, 13.1712105248622","52.5106807, 13.419484",21157,3913
"52.5159539270266, 13.1712105248622","52.4602228, 13.5056519",32500,5654
"52.5159539270266, 13.1712105248622","52.474199, 13.141735",9600,2487
"52.5159539270266, 13.1712105248622","52.5021802, 13.364582",15140,3244
"52.5159539270266, 13.1712105248622","52.5205791, 13.4089041",19626,3402
"52.5159539270266, 13.1712105248622","52.4986678, 13.3566505",14219,2932
"52.5159539270266, 13.1712105248622","52.520848, 13.4084747",19629,3404
"52.5159539270266, 13.1712105248622","52.49694, 13.4540533",26319,4575
"52.5159539270266, 13.1712105248622","52.4840199, 13.4053429",20453,3952
"52.5159539270266, 13.1712105248622","52.5049039, 13.4431471",23369,4145
"52.5159539270266, 13.1712105248622","52.524042, 13.402083",18980,3285
"52.5159539270266, 13.1712105248622","52.5071871, 13.390676",17255,4153
"52.5159539270266, 13.1712105248622","52.4583565, 13.2889441",20113,4042
"52.5159539270266, 13.1712105248622","52.5112074, 13.4169157",20884,3687
"52.5159539270266, 13.1712105248622","52.440493, 13.3911183",25997,4825
"52.469949466586, 13.1064182734073","52.5075075, 13.3903737",30615,5151
"52.469949466586, 13.1064182734073","52.5542753, 13.3785425",25776,4521
"52.469949466586, 13.1064182734073","52.5063, 13.3840159",26212,4798
"52.469949466586, 13.1064182734073","52.5206458, 13.2932877",17343,3669
"52.469949466586, 13.1064182734073","52.5239216, 13.3888786",28693,4611
"52.469949466586, 13.1064182734073","52.5168416, 13.3816742",28949,4817
"52.469949466586, 13.1064182734073","52.5040556, 13.3379413",19546,4136
"52.469949466586, 13.1064182734073","52.5090125, 13.3792937",25735,4369
"52.469949466586, 13.1064182734073","52.4983661, 13.3605076",21444,4177
"52.469949466586, 13.1064182734073","52.5478117, 13.3892456",24773,3869
"52.469949466586, 13.1064182734073","52.5046782, 13.4490212",33515,5060
"52.469949466586, 13.1064182734073","52.5136642, 13.4727613",33045,5078
"52.469949466586, 13.1064182734073","52.5016098, 13.381181",28887,4720
"52.469949466586, 13.1064182734073","52.5214137, 13.4034811",29534,4534
"52.469949466586, 13.1064182734073","52.5176913, 13.4419715",29784,5212
"52.469949466586, 13.1064182734073","52.517699, 13.3970326",26304,4754
"52.469949466586, 13.1064182734073","52.5303108, 13.3186121",20790,4127
"52.469949466586, 13.1064182734073","52.5146378, 13.3905283",28935,4846
"52.469949466586, 13.1064182734073","52.5145186, 13.487322",33038,5853
"52.469949466586, 13.1064182734073","52.5170316, 13.4012274",25725,5306
"52.469949466586, 13.1064182734073","52.5207714, 13.3889021",28360,4348
"52.469949466586, 13.1064182734073","52.5027268, 13.4453492",33915,5394
"52.469949466586, 13.1064182734073","52.5284267, 13.3720175",24107,3896
"52.469949466586, 13.1064182734073","52.5209131, 13.3871461",28229,4291
"52.469949466586, 13.1064182734073","52.5304903, 13.3791152",24665,4350
"52.469949466586, 13.1064182734073","52.4864896, 13.4217418",32067,4847
"52.469949466586, 13.1064182734073","52.5215057, 13.4069139",30290,4756
"52.469949466586, 13.1064182734073","52.5174377, 13.3898033",28653,4587
"52.469949466586, 13.1064182734073","52.5111669, 13.4430356",32479,5368
"52.469949466586, 13.1064182734073","52.5076615, 13.454537",33860,5330
"52.469949466586, 13.1064182734073","52.5121441, 13.3083771",20811,3533
"52.469949466586, 13.1064182734073","52.5087884, 13.378434",25682,4327
"52.469949466586, 13.1064182734073","52.5019061, 13.3308361",18768,3883
"52.469949466586, 13.1064182734073","52.5088651, 13.2707514",14575,2755
"52.469949466586, 13.1064182734073","52.5264743, 13.39691",30186,5052
"52.469949466586, 13.1064182734073","52.5106807, 13.419484",31715,5159
"52.469949466586, 13.1064182734073","52.4602228, 13.5056519",43058,6900
"52.469949466586, 13.1064182734073","52.474199, 13.141735",3767,2259
"52.469949466586, 13.1064182734073","52.5021802, 13.364582",21831,4490
"52.469949466586, 13.1064182734073","52.5205791, 13.4089041",30184,4648
"52.469949466586, 13.1064182734073","52.4986678, 13.3566505",20910,4178
"52.469949466586, 13.1064182734073","52.520848, 13.4084747",30187,4650
"52.469949466586, 13.1064182734073","52.49694, 13.4540533",36261,5847
"52.469949466586, 13.1064182734073","52.4840199, 13.4053429",31483,5198
"52.469949466586, 13.1064182734073","52.5049039, 13.4431471",33927,5391
"52.469949466586, 13.1064182734073","52.524042, 13.402083",29539,4531
"52.469949466586, 13.1064182734073","52.5071871, 13.390676",30577,5121
"52.469949466586, 13.1064182734073","52.4583565, 13.2889441",28103,5185
"52.469949466586, 13.1064182734073","52.5112074, 13.4169157",31442,4933
"52.469949466586, 13.1064182734073","52.440493, 13.3911183",35599,5930
"52.4264684235381, 13.4394329910868","52.5075075, 13.3903737",12910,2790
"52.4264684235381, 13.4394329910868","52.5542753, 13.3785425",16568,3960
"52.4264684235381, 13.4394329910868","52.5063, 13.3840159",16187,3046
"52.4264684235381, 13.4394329910868","52.5206458, 13.2932877",19740,3662
"52.4264684235381, 13.4394329910868","52.5239216, 13.3888786",15153,3094
"52.4264684235381, 13.4394329910868","52.5168416, 13.3816742",17627,2997
"52.4264684235381, 13.4394329910868","52.5040556, 13.3379413",14652,3467
"52.4264684235381, 13.4394329910868","52.5090125, 13.3792937",16746,2997
"52.4264684235381, 13.4394329910868","52.4983661, 13.3605076",15058,3519
"52.4264684235381, 13.4394329910868","52.5478117, 13.3892456",15657,3340
"52.4264684235381, 13.4394329910868","52.5046782, 13.4490212",12052,2957
"52.4264684235381, 13.4394329910868","52.5136642, 13.4727613",12143,2680
"52.4264684235381, 13.4394329910868","52.5016098, 13.381181",15886,2805
"52.4264684235381, 13.4394329910868","52.5214137, 13.4034811",13320,3390
"52.4264684235381, 13.4394329910868","52.5176913, 13.4419715",14471,3571
"52.4264684235381, 13.4394329910868","52.517699, 13.3970326",13169,3413
"52.4264684235381, 13.4394329910868","52.5303108, 13.3186121",24189,4124
"52.4264684235381, 13.4394329910868","52.5146378, 13.3905283",14218,3004
"52.4264684235381, 13.4394329910868","52.5145186, 13.487322",13110,3555
"52.4264684235381, 13.4394329910868","52.5170316, 13.4012274",13276,3427
"52.4264684235381, 13.4394329910868","52.5207714, 13.3889021",18296,3157
"52.4264684235381, 13.4394329910868","52.5027268, 13.4453492",12452,3290
"52.4264684235381, 13.4394329910868","52.5284267, 13.3720175",16308,3215
"52.4264684235381, 13.4394329910868","52.5209131, 13.3871461",18164,3061
"52.4264684235381, 13.4394329910868","52.5304903, 13.3791152",16066,3374
"52.4264684235381, 13.4394329910868","52.4864896, 13.4217418",8572,2048
"52.4264684235381, 13.4394329910868","52.5215057, 13.4069139",12300,3157
"52.4264684235381, 13.4394329910868","52.5174377, 13.3898033",14080,2928
"52.4264684235381, 13.4394329910868","52.5111669, 13.4430356",12694,3458
"52.4264684235381, 13.4394329910868","52.5076615, 13.454537",12383,3193
"52.4264684235381, 13.4394329910868","52.5121441, 13.3083771",20355,3593
"52.4264684235381, 13.4394329910868","52.5087884, 13.378434",16683,2965
"52.4264684235381, 13.4394329910868","52.5019061, 13.3308361",15375,3797
"52.4264684235381, 13.4394329910868","52.5088651, 13.2707514",19204,3842
"52.4264684235381, 13.4394329910868","52.5264743, 13.39691",19397,3589
"52.4264684235381, 13.4394329910868","52.5106807, 13.419484",10745,2776
"52.4264684235381, 13.4394329910868","52.4602228, 13.5056519",9178,2595
"52.4264684235381, 13.4394329910868","52.474199, 13.141735",37337,7132
"52.4264684235381, 13.4394329910868","52.5021802, 13.364582",15622,3471
"52.4264684235381, 13.4394329910868","52.5205791, 13.4089041",12153,3017
"52.4264684235381, 13.4394329910868","52.4986678, 13.3566505",15339,3769
"52.4264684235381, 13.4394329910868","52.520848, 13.4084747",12156,3019
"52.4264684235381, 13.4394329910868","52.49694, 13.4540533",10090,2920
"52.4264684235381, 13.4394329910868","52.4840199, 13.4053429",10302,2639
"52.4264684235381, 13.4394329910868","52.5049039, 13.4431471",12457,3277
"52.4264684235381, 13.4394329910868","52.524042, 13.402083",12925,3116
"52.4264684235381, 13.4394329910868","52.5071871, 13.390676",12872,2760
"52.4264684235381, 13.4394329910868","52.4583565, 13.2889441",14634,2872
"52.4264684235381, 13.4394329910868","52.5112074, 13.4169157",10580,2636
"52.4264684235381, 13.4394329910868","52.440493, 13.3911183",6404,1686
"52.4115727004332, 13.3974591785498","52.5075075, 13.3903737",11248,2541
"52.4115727004332, 13.3974591785498","52.5542753, 13.3785425",20035,3850
"52.4115727004332, 13.3974591785498","52.5063, 13.3840159",12882,2471
"52.4115727004332, 13.3974591785498","52.5206458, 13.2932877",18486,3893
"52.4115727004332, 13.3974591785498","52.5239216, 13.3888786",15246,2770
"52.4115727004332, 13.3974591785498","52.5168416, 13.3816742",14322,2422
"52.4115727004332, 13.3974591785498","52.5040556, 13.3379413",13984,3030
"52.4115727004332, 13.3974591785498","52.5090125, 13.3792937",13441,2422
"52.4115727004332, 13.3974591785498","52.4983661, 13.3605076",12188,2644
"52.4115727004332, 13.3974591785498","52.5478117, 13.3892456",19169,3108
"52.4115727004332, 13.3974591785498","52.5046782, 13.4490212",20194,3432
"52.4115727004332, 13.3974591785498","52.5136642, 13.4727613",16484,3430
"52.4115727004332, 13.3974591785498","52.5016098, 13.381181",12581,2230
"52.4115727004332, 13.3974591785498","52.5214137, 13.4034811",16213,2906
"52.4115727004332, 13.3974591785498","52.5176913, 13.4419715",18951,3434
"52.4115727004332, 13.3974591785498","52.517699, 13.3970326",15471,2976
"52.4115727004332, 13.3974591785498","52.5303108, 13.3186121",22935,4355
"52.4115727004332, 13.3974591785498","52.5146378, 13.3905283",12556,2755
"52.4115727004332, 13.3974591785498","52.5145186, 13.487322",22205,4075
"52.4115727004332, 13.3974591785498","52.5170316, 13.4012274",15567,2990
"52.4115727004332, 13.3974591785498","52.5207714, 13.3889021",14991,2582
"52.4115727004332, 13.3974591785498","52.5027268, 13.4453492",20594,3766
"52.4115727004332, 13.3974591785498","52.5284267, 13.3720175",15395,3198
"52.4115727004332, 13.3974591785498","52.5209131, 13.3871461",14859,2486
"52.4115727004332, 13.3974591785498","52.5304903, 13.3791152",14404,3125
"52.4115727004332, 13.3974591785498","52.4864896, 13.4217418",12170,2559
"52.4115727004332, 13.3974591785498","52.5215057, 13.4069139",16970,3128
"52.4115727004332, 13.3974591785498","52.5174377, 13.3898033",12418,2679
"52.4115727004332, 13.3974591785498","52.5111669, 13.4430356",20849,3967
"52.4115727004332, 13.3974591785498","52.5076615, 13.454537",20539,3702
"52.4115727004332, 13.3974591785498","52.5121441, 13.3083771",19817,3625
"52.4115727004332, 13.3974591785498","52.5087884, 13.378434",13378,2390
"52.4115727004332, 13.3974591785498","52.5019061, 13.3308361",14697,3325
"52.4115727004332, 13.3974591785498","52.5088651, 13.2707514",22530,4444
"52.4115727004332, 13.3974591785498","52.5264743, 13.39691",16092,3014
"52.4115727004332, 13.3974591785498","52.5106807, 13.419484",15086,3586
"52.4115727004332, 13.3974591785498","52.4602228, 13.5056519",12012,2854
"52.4115727004332, 13.3974591785498","52.474199, 13.141735",38802,6515
"52.4115727004332, 13.3974591785498","52.5021802, 13.364582",14505,2964
"52.4115727004332, 13.3974591785498","52.5205791, 13.4089041",16864,3020
"52.4115727004332, 13.3974591785498","52.4986678, 13.3566505",12469,2894
"52.4115727004332, 13.3974591785498","52.520848, 13.4084747",16867,3022
"52.4115727004332, 13.3974591785498","52.49694, 13.4540533",14431,3688
"52.4115727004332, 13.3974591785498","52.4840199, 13.4053429",13900,3150
"52.4115727004332, 13.3974591785498","52.5049039, 13.4431471",20606,3763
"52.4115727004332, 13.3974591785498","52.524042, 13.402083",16218,2903
"52.4115727004332, 13.3974591785498","52.5071871, 13.390676",11210,2511
"52.4115727004332, 13.3974591785498","52.4583565, 13.2889441",11438,2518
"52.4115727004332, 13.3974591785498","52.5112074, 13.4169157",14921,3446
"52.4115727004332, 13.3974591785498","52.440493, 13.3911183",3868,1213
"52.4404390614367, 13.3851162550495","52.5075075, 13.3903737",7917,1329
"52.4404390614367, 13.3851162550495","52.5542753, 13.3785425",14226,2971
"52.4404390614367, 13.3851162550495","52.5063, 13.3840159",8559,2026
"52.4404390614367, 13.3851162550495","52.5206458, 13.2932877",15096,3161
"52.4404390614367, 13.3851162550495","52.5239216, 13.3888786",10160,1633
"52.4404390614367, 13.3851162550495","52.5168416, 13.3816742",9501,1814
"52.4404390614367, 13.3851162550495","52.5040556, 13.3379413",10824,2186
"52.4404390614367, 13.3851162550495","52.5090125, 13.3792937",9523,1917
"52.4404390614367, 13.3851162550495","52.4983661, 13.3605076",9028,1800
"52.4404390614367, 13.3851162550495","52.5478117, 13.3892456",13871,2414
"52.4404390614367, 13.3851162550495","52.5046782, 13.4490212",11544,2438
"52.4404390614367, 13.3851162550495","52.5136642, 13.4727613",14297,2155
"52.4404390614367, 13.3851162550495","52.5016098, 13.381181",9062,1776
"52.4404390614367, 13.3851162550495","52.5214137, 13.4034811",10797,2062
"52.4404390614367, 13.3851162550495","52.5176913, 13.4419715",13235,2590
"52.4404390614367, 13.3851162550495","52.517699, 13.3970326",9517,1828
"52.4404390614367, 13.3851162550495","52.5303108, 13.3186121",16536,3876
"52.4404390614367, 13.3851162550495","52.5146378, 13.3905283",9225,1543
"52.4404390614367, 13.3851162550495","52.5145186, 13.487322",16489,3231
"52.4404390614367, 13.3851162550495","52.5170316, 13.4012274",10121,2084
"52.4404390614367, 13.3851162550495","52.5207714, 13.3889021",9477,1543
"52.4404390614367, 13.3851162550495","52.5027268, 13.4453492",11932,2752
"52.4404390614367, 13.3851162550495","52.5284267, 13.3720175",11631,2361
"52.4404390614367, 13.3851162550495","52.5209131, 13.3871461",9462,1536
"52.4404390614367, 13.3851162550495","52.5304903, 13.3791152",11073,1913
"52.4404390614367, 13.3851162550495","52.4864896, 13.4217418",9400,2015
"52.4404390614367, 13.3851162550495","52.5215057, 13.4069139",10448,2205
"52.4404390614367, 13.3851162550495","52.5174377, 13.3898033",9087,1467
"52.4404390614367, 13.3851162550495","52.5111669, 13.4430356",14396,2975
"52.4404390614367, 13.3851162550495","52.5076615, 13.454537",15123,2858
"52.4404390614367, 13.3851162550495","52.5121441, 13.3083771",15344,2552
"52.4404390614367, 13.3851162550495","52.5087884, 13.378434",9479,1875
"52.4404390614367, 13.3851162550495","52.5019061, 13.3308361",11536,2481
"52.4404390614367, 13.3851162550495","52.5088651, 13.2707514",18455,3240
"52.4404390614367, 13.3851162550495","52.5264743, 13.39691",10998,2320
"52.4404390614367, 13.3851162550495","52.5106807, 13.419484",12978,2687
"52.4404390614367, 13.3851162550495","52.4602228, 13.5056519",11460,3082
"52.4404390614367, 13.3851162550495","52.474199, 13.141735",35203,5671
"52.4404390614367, 13.3851162550495","52.5021802, 13.364582",10988,2658
"52.4404390614367, 13.3851162550495","52.5205791, 13.4089041",11463,2098
"52.4404390614367, 13.3851162550495","52.4986678, 13.3566505",9309,2050
"52.4404390614367, 13.3851162550495","52.520848, 13.4084747",11466,2100
"52.4404390614367, 13.3851162550495","52.49694, 13.4540533",12236,2383
"52.4404390614367, 13.3851162550495","52.4840199, 13.4053429",6832,2017
"52.4404390614367, 13.3851162550495","52.5049039, 13.4431471",12023,2806
"52.4404390614367, 13.3851162550495","52.524042, 13.402083",10802,2059
"52.4404390614367, 13.3851162550495","52.5071871, 13.390676",7879,1299
"52.4404390614367, 13.3851162550495","52.4583565, 13.2889441",9247,2260
"52.4404390614367, 13.3851162550495","52.5112074, 13.4169157",12705,2461
"52.4404390614367, 13.3851162550495","52.440493, 13.3911183",518,447
"52.4187907362777, 13.3943743964297","52.5075075, 13.3903737",11815,2444
"52.4187907362777, 13.3943743964297","52.5542753, 13.3785425",20275,4214
"52.4187907362777, 13.3943743964297","52.5063, 13.3840159",12198,2899
"52.4187907362777, 13.3943743964297","52.5206458, 13.2932877",23447,4276
"52.4187907362777, 13.3943743964297","52.5239216, 13.3888786",14058,2748
"52.4187907362777, 13.3943743964297","52.5168416, 13.3816742",13638,2850
"52.4187907362777, 13.3943743964297","52.5040556, 13.3379413",12833,3278
"52.4187907362777, 13.3943743964297","52.5090125, 13.3792937",12757,2850
"52.4187907362777, 13.3943743964297","52.4983661, 13.3605076",11720,2828
"52.4187907362777, 13.3943743964297","52.5478117, 13.3892456",18485,3536
"52.4187907362777, 13.3943743964297","52.5046782, 13.4490212",15743,3511
"52.4187907362777, 13.3943743964297","52.5136642, 13.4727613",15850,3174
"52.4187907362777, 13.3943743964297","52.5016098, 13.381181",11897,2658
"52.4187907362777, 13.3943743964297","52.5214137, 13.4034811",14695,3177
"52.4187907362777, 13.3943743964297","52.5176913, 13.4419715",17133,3705
"52.4187907362777, 13.3943743964297","52.517699, 13.3970326",13415,2943
"52.4187907362777, 13.3943743964297","52.5303108, 13.3186121",27896,4738
"52.4187907362777, 13.3943743964297","52.5146378, 13.3905283",13123,2658
"52.4187907362777, 13.3943743964297","52.5145186, 13.487322",16817,4049
"52.4187907362777, 13.3943743964297","52.5170316, 13.4012274",13769,3210
"52.4187907362777, 13.3943743964297","52.5207714, 13.3889021",13375,2658
"52.4187907362777, 13.3943743964297","52.5027268, 13.4453492",16506,4066
"52.4187907362777, 13.3943743964297","52.5284267, 13.3720175",15529,3476
